game,hero,win,side,first_pick_status,pick,order_absolute,order_relative
4066760701,Queen of Pain,Win,The Dire,First,pick,21,5
4066760701,Nature's Prophet,Win,The Dire,First,ban,1,1
4066760701,Vengeful Spirit,Win,The Dire,First,ban,3,2
4066760701,Weaver,Win,The Dire,First,ban,5,3
4066760701,Tiny,Win,The Dire,First,ban,11,4
4066760701,Earth Spirit,Win,The Dire,First,ban,13,5
4066760701,Kunkka,Win,The Dire,First,ban,20,6
4066760701,Silencer,Loss,The Radiant,Second,pick,8,1
4066760701,Spectre,Loss,The Radiant,Second,pick,9,2
4066760701,Bounty Hunter,Loss,The Radiant,Second,pick,15,3
4066760701,Clockwerk,Loss,The Radiant,Second,pick,17,4
4066760701,Storm Spirit,Loss,The Radiant,Second,pick,22,5
4066760701,Necrophos,Loss,The Radiant,Second,ban,2,1
4066760701,Enchantress,Loss,The Radiant,Second,ban,4,2
4066760701,Bane,Loss,The Radiant,Second,ban,6,3
4066760701,Undying,Loss,The Radiant,Second,ban,12,4
4066760701,Mirana,Loss,The Radiant,Second,ban,14,5
4066760701,Huskar,Loss,The Radiant,Second,ban,19,6
4066666471,Phoenix,Win,The Radiant,Second,pick,8,1
4066666471,Ursa,Win,The Radiant,Second,pick,9,2
4066666471,Dark Willow,Win,The Radiant,Second,pick,15,3
4066666471,Wraith King,Win,The Radiant,Second,pick,17,4
4066666471,Gyrocopter,Win,The Radiant,Second,pick,22,5
4066666471,Enchantress,Win,The Radiant,Second,ban,2,1
4066666471,Io,Win,The Radiant,Second,ban,4,2
4066666471,Weaver,Win,The Radiant,Second,ban,6,3
4066666471,Vengeful Spirit,Win,The Radiant,Second,ban,12,4
4066666471,Winter Wyvern,Win,The Radiant,Second,ban,14,5
4066666471,Meepo,Win,The Radiant,Second,ban,19,6
4066666471,Tiny,Loss,The Dire,First,pick,7,1
4066666471,Mirana,Loss,The Dire,First,pick,10,2
4066666471,Earth Spirit,Loss,The Dire,First,pick,16,3
4066666471,Pugna,Loss,The Dire,First,pick,18,4
4066666471,Shadow Demon,Loss,The Dire,First,pick,21,5
4066666471,Crystal Maiden,Loss,The Dire,First,ban,1,1
4066666471,Silencer,Loss,The Dire,First,ban,3,2
4066666471,Necrophos,Loss,The Dire,First,ban,5,3
4066666471,Clinkz,Loss,The Dire,First,ban,11,4
4066666471,Spectre,Loss,The Dire,First,ban,13,5
4066666471,Templar Assassin,Loss,The Dire,First,ban,20,6
4066759760,Weaver,Win,The Dire,First,pick,7,1
4066759760,Crystal Maiden,Win,The Dire,First,pick,10,2
4066759760,Pudge,Win,The Dire,First,pick,16,3
4066759760,Zeus,Win,The Dire,First,pick,18,4
4066759760,Bloodseeker,Win,The Dire,First,pick,21,5
4066759760,Wraith King,Win,The Dire,First,ban,1,1
4066759760,Undying,Win,The Dire,First,ban,3,2
4066759760,Vengeful Spirit,Win,The Dire,First,ban,5,3
4066759760,Enigma,Win,The Dire,First,ban,11,4
4066759760,Necrophos,Win,The Dire,First,ban,13,5
4066759760,Storm Spirit,Win,The Dire,First,ban,20,6
4066759760,Earth Spirit,Loss,The Radiant,Second,pick,8,1
4066759760,Silencer,Loss,The Radiant,Second,pick,9,2
4066759760,Legion Commander,Loss,The Radiant,Second,pick,15,3
4066759760,Terrorblade,Loss,The Radiant,Second,pick,17,4
4066759760,Visage,Loss,The Radiant,Second,pick,22,5
4066759760,Io,Loss,The Radiant,Second,ban,2,1
4066759760,Enchantress,Loss,The Radiant,Second,ban,4,2
4066759760,Tiny,Loss,The Radiant,Second,ban,6,3
4066759760,Nyx Assassin,Loss,The Radiant,Second,ban,12,4
4066759760,Ursa,Loss,The Radiant,Second,ban,14,5
4066759760,Gyrocopter,Loss,The Radiant,Second,ban,19,6
4066704198,Vengeful Spirit,Win,The Radiant,First,pick,7,1
4066704198,Necrophos,Win,The Radiant,First,pick,10,2
4066704198,Earth Spirit,Win,The Radiant,First,pick,16,3
4066704198,Phantom Lancer,Win,The Radiant,First,pick,18,4
4066704198,Brewmaster,Win,The Radiant,First,pick,21,5
4066704198,Dark Willow,Win,The Radiant,First,ban,1,1
4066704198,Silencer,Win,The Radiant,First,ban,3,2
4066704198,Weaver,Win,The Radiant,First,ban,5,3
4066704198,Bloodseeker,Win,The Radiant,First,ban,11,4
4066704198,Bane,Win,The Radiant,First,ban,13,5
4066704198,Alchemist,Win,The Radiant,First,ban,20,6
4066704198,Tiny,Loss,The Dire,Second,pick,8,1
4066704198,Winter Wyvern,Loss,The Dire,Second,pick,9,2
4066704198,Ogre Magi,Loss,The Dire,Second,pick,15,3
4066704198,Mirana,Loss,The Dire,Second,pick,17,4
4066704198,Leshrac,Loss,The Dire,Second,pick,22,5
4066704198,Io,Loss,The Dire,Second,ban,2,1
4066704198,Enchantress,Loss,The Dire,Second,ban,4,2
4066704198,Chen,Loss,The Dire,Second,ban,6,3
4066704198,Phoenix,Loss,The Dire,Second,ban,12,4
4066704198,Earthshaker,Loss,The Dire,Second,ban,14,5
4066704198,Nature's Prophet,Loss,The Dire,Second,ban,19,6
4066775838,Vengeful Spirit,Win,The Dire,First,pick,7,1
4066775838,Broodmother,Win,The Dire,First,pick,10,2
4066775838,Nyx Assassin,Win,The Dire,First,pick,16,3
4066775838,Batrider,Win,The Dire,First,pick,18,4
4066775838,Riki,Win,The Dire,First,pick,21,5
4066775838,Silencer,Win,The Dire,First,ban,1,1
4066775838,Weaver,Win,The Dire,First,ban,3,2
4066775838,Dark Willow,Win,The Dire,First,ban,5,3
4066775838,Winter Wyvern,Win,The Dire,First,ban,11,4
4066775838,Kunkka,Win,The Dire,First,ban,13,5
4066775838,Phantom Lancer,Win,The Dire,First,ban,20,6
4066775838,Necrophos,Loss,The Radiant,Second,pick,8,1
4066775838,Pugna,Loss,The Radiant,Second,pick,9,2
4066775838,Earthshaker,Loss,The Radiant,Second,pick,15,3
4066775838,Monkey King,Loss,The Radiant,Second,pick,17,4
4066775838,Juggernaut,Loss,The Radiant,Second,pick,22,5
4066775838,Io,Loss,The Radiant,Second,ban,2,1
4066775838,Enchantress,Loss,The Radiant,Second,ban,4,2
4066775838,Chen,Loss,The Radiant,Second,ban,6,3
4066775838,Shadow Demon,Loss,The Radiant,Second,ban,12,4
4066775838,Clinkz,Loss,The Radiant,Second,ban,14,5
4066775838,Spectre,Loss,The Radiant,Second,ban,19,6
4066688247,Io,Loss,The Dire,First,pick,7,1
4066688247,Morphling,Loss,The Dire,First,pick,10,2
4066688247,Lina,Loss,The Dire,First,pick,16,3
4066688247,Shadow Shaman,Loss,The Dire,First,pick,18,4
4066688247,Centaur Warrunner,Loss,The Dire,First,pick,21,5
4066688247,Tiny,Loss,The Dire,First,ban,1,1
4066688247,Necrophos,Loss,The Dire,First,ban,3,2
4066688247,Silencer,Loss,The Dire,First,ban,5,3
4066688247,Vengeful Spirit,Loss,The Dire,First,ban,11,4
4066688247,Pugna,Loss,The Dire,First,ban,13,5
4066688247,Broodmother,Loss,The Dire,First,ban,20,6
4066688247,Gyrocopter,Win,The Radiant,Second,pick,8,1
4066688247,Undying,Win,The Radiant,Second,pick,9,2
4066688247,Dark Willow,Win,The Radiant,Second,pick,15,3
4066688247,Axe,Win,The Radiant,Second,pick,17,4
4066688247,Templar Assassin,Win,The Radiant,Second,pick,22,5
4066688247,Enchantress,Win,The Radiant,Second,ban,2,1
4066688247,Chen,Win,The Radiant,Second,ban,4,2
4066688247,Nature's Prophet,Win,The Radiant,Second,ban,6,3
4066688247,Earthshaker,Win,The Radiant,Second,ban,12,4
4066688247,Winter Wyvern,Win,The Radiant,Second,ban,14,5
4066688247,Treant Protector,Win,The Radiant,Second,ban,19,6
4066751467,Nature's Prophet,Win,The Radiant,First,pick,7,1
4066751467,Pugna,Win,The Radiant,First,pick,10,2
4066751467,Rubick,Win,The Radiant,First,pick,16,3
4066751467,Invoker,Win,The Radiant,First,pick,18,4
4066751467,Phantom Lancer,Win,The Radiant,First,pick,21,5
4066751467,Undying,Win,The Radiant,First,ban,1,1
4066751467,Io,Win,The Radiant,First,ban,3,2
4066751467,Tiny,Win,The Radiant,First,ban,5,3
4066751467,Storm Spirit,Win,The Radiant,First,ban,11,4
4066751467,Broodmother,Win,The Radiant,First,ban,13,5
4066751467,Shadow Fiend,Win,The Radiant,First,ban,20,6
4066751467,Winter Wyvern,Loss,The Dire,Second,pick,8,1
4066751467,Ursa,Loss,The Dire,Second,pick,9,2
4066751467,Earthshaker,Loss,The Dire,Second,pick,15,3
4066751467,Windranger,Loss,The Dire,Second,pick,17,4
4066751467,Mirana,Loss,The Dire,Second,pick,22,5
4066751467,Enchantress,Loss,The Dire,Second,ban,2,1
4066751467,Chen,Loss,The Dire,Second,ban,4,2
4066751467,Silencer,Loss,The Dire,Second,ban,6,3
4066751467,Arc Warden,Loss,The Dire,Second,ban,12,4
4066751467,Drow Ranger,Loss,The Dire,Second,ban,14,5
4066751467,Spectre,Loss,The Dire,Second,ban,19,6
4066831697,Crystal Maiden,Loss,The Radiant,First,pick,7,1
4066831697,Ember Spirit,Loss,The Radiant,First,pick,10,2
4066831697,Earthshaker,Loss,The Radiant,First,pick,16,3
4066831697,Enigma,Loss,The Radiant,First,pick,18,4
4066831697,Razor,Loss,The Radiant,First,pick,21,5
4066831697,Necrophos,Loss,The Radiant,First,ban,1,1
4066831697,Silencer,Loss,The Radiant,First,ban,3,2
4066831697,Mirana,Loss,The Radiant,First,ban,5,3
4066831697,Nyx Assassin,Loss,The Radiant,First,ban,11,4
4066831697,Clinkz,Loss,The Radiant,First,ban,13,5
4066831697,Vengeful Spirit,Loss,The Radiant,First,ban,20,6
4066831697,Lich,Win,The Dire,Second,pick,8,1
4066831697,Phantom Lancer,Win,The Dire,Second,pick,9,2
4066831697,Wraith King,Win,The Dire,Second,pick,15,3
4066831697,Huskar,Win,The Dire,Second,pick,17,4
4066831697,Faceless Void,Win,The Dire,Second,pick,22,5
4066831697,Weaver,Win,The Dire,Second,ban,2,1
4066831697,Dark Willow,Win,The Dire,Second,ban,4,2
4066831697,Tiny,Win,The Dire,Second,ban,6,3
4066831697,Magnus,Win,The Dire,Second,ban,12,4
4066831697,Brewmaster,Win,The Dire,Second,ban,14,5
4066831697,Meepo,Win,The Dire,Second,ban,19,6
4066891298,Silencer,Loss,The Radiant,First,pick,7,1
4066891298,Magnus,Loss,The Radiant,First,pick,10,2
4066891298,Clockwerk,Loss,The Radiant,First,pick,16,3
4066891298,Invoker,Loss,The Radiant,First,pick,18,4
4066891298,Faceless Void,Loss,The Radiant,First,pick,21,5
4066891298,Necrophos,Loss,The Radiant,First,ban,1,1
4066891298,Phantom Lancer,Loss,The Radiant,First,ban,3,2
4066891298,Lich,Loss,The Radiant,First,ban,5,3
4066891298,Spectre,Loss,The Radiant,First,ban,11,4
4066891298,Huskar,Loss,The Radiant,First,ban,13,5
4066891298,Broodmother,Loss,The Radiant,First,ban,20,6
4066891298,Crystal Maiden,Win,The Dire,Second,pick,8,1
4066891298,Nyx Assassin,Win,The Dire,Second,pick,9,2
4066891298,Clinkz,Win,The Dire,Second,pick,15,3
4066891298,Mirana,Win,The Dire,Second,pick,17,4
4066891298,Bloodseeker,Win,The Dire,Second,pick,22,5
4066891298,Dark Willow,Win,The Dire,Second,ban,2,1
4066891298,Weaver,Win,The Dire,Second,ban,4,2
4066891298,Tiny,Win,The Dire,Second,ban,6,3
4066891298,Alchemist,Win,The Dire,Second,ban,12,4
4066891298,Templar Assassin,Win,The Dire,Second,ban,14,5
4066891298,Terrorblade,Win,The Dire,Second,ban,19,6
4066823822,Crystal Maiden,Loss,The Dire,Second,pick,8,1
4066823822,Ursa,Loss,The Dire,Second,pick,9,2
4066823822,Lina,Loss,The Dire,Second,pick,15,3
4066823822,Magnus,Loss,The Dire,Second,pick,17,4
4066823822,Phantom Lancer,Loss,The Dire,Second,pick,22,5
4066823822,Weaver,Loss,The Dire,Second,ban,2,1
4066823822,Dark Willow,Loss,The Dire,Second,ban,4,2
4066823822,Io,Loss,The Dire,Second,ban,6,3
4066823822,Silencer,Loss,The Dire,Second,ban,12,4
4066823822,Winter Wyvern,Loss,The Dire,Second,ban,14,5
4066823822,Broodmother,Loss,The Dire,Second,ban,19,6
4066823822,Enchantress,Win,The Radiant,First,pick,7,1
4066823822,Tiny,Win,The Radiant,First,pick,10,2
4066823822,Vengeful Spirit,Win,The Radiant,First,pick,16,3
4066823822,Venomancer,Win,The Radiant,First,pick,18,4
4066823822,Templar Assassin,Win,The Radiant,First,pick,21,5
4066823822,Necrophos,Win,The Radiant,First,ban,1,1
4066823822,Mirana,Win,The Radiant,First,ban,3,2
4066823822,Bane,Win,The Radiant,First,ban,5,3
4066823822,Clinkz,Win,The Radiant,First,ban,11,4
4066823822,Phoenix,Win,The Radiant,First,ban,13,5
4066823822,Huskar,Win,The Radiant,First,ban,20,6
4066891674,Tiny,Loss,The Radiant,First,pick,7,1
4066891674,Bane,Loss,The Radiant,First,pick,10,2
4066891674,Spectre,Loss,The Radiant,First,pick,16,3
4066891674,Winter Wyvern,Loss,The Radiant,First,pick,18,4
4066891674,Legion Commander,Loss,The Radiant,First,pick,21,5
4066891674,Weaver,Loss,The Radiant,First,ban,1,1
4066891674,Dark Willow,Loss,The Radiant,First,ban,3,2
4066891674,Enigma,Loss,The Radiant,First,ban,5,3
4066891674,Huskar,Loss,The Radiant,First,ban,11,4
4066891674,Drow Ranger,Loss,The Radiant,First,ban,13,5
4066891674,Outworld Devourer,Loss,The Radiant,First,ban,20,6
4066891674,Vengeful Spirit,Win,The Dire,Second,pick,8,1
4066891674,Mirana,Win,The Dire,Second,pick,9,2
4066891674,Clinkz,Win,The Dire,Second,pick,15,3
4066891674,Chen,Win,The Dire,Second,pick,17,4
4066891674,Wraith King,Win,The Dire,Second,pick,22,5
4066891674,Io,Win,The Dire,Second,ban,2,1
4066891674,Enchantress,Win,The Dire,Second,ban,4,2
4066891674,Necrophos,Win,The Dire,Second,ban,6,3
4066891674,Phantom Lancer,Win,The Dire,Second,ban,12,4
4066891674,Broodmother,Win,The Dire,Second,ban,14,5
4066891674,Templar Assassin,Win,The Dire,Second,ban,19,6
4066822873,Mirana,Win,The Dire,First,pick,7,1
4066822873,Wraith King,Win,The Dire,First,pick,10,2
4066822873,Winter Wyvern,Win,The Dire,First,pick,16,3
4066822873,Ursa,Win,The Dire,First,pick,18,4
4066822873,Lina,Win,The Dire,First,pick,21,5
4066822873,Pugna,Win,The Dire,First,ban,1,1
4066822873,Necrophos,Win,The Dire,First,ban,3,2
4066822873,Weaver,Win,The Dire,First,ban,5,3
4066822873,Phantom Lancer,Win,The Dire,First,ban,11,4
4066822873,Dark Willow,Win,The Dire,First,ban,13,5
4066822873,Templar Assassin,Win,The Dire,First,ban,20,6
4066822873,Silencer,Loss,The Radiant,Second,pick,8,1
4066822873,Bloodseeker,Loss,The Radiant,Second,pick,9,2
4066822873,Clinkz,Loss,The Radiant,Second,pick,15,3
4066822873,Rubick,Loss,The Radiant,Second,pick,17,4
4066822873,Puck,Loss,The Radiant,Second,pick,22,5
4066822873,Enchantress,Loss,The Radiant,Second,ban,2,1
4066822873,Io,Loss,The Radiant,Second,ban,4,2
4066822873,Tiny,Loss,The Radiant,Second,ban,6,3
4066822873,Nyx Assassin,Loss,The Radiant,Second,ban,12,4
4066822873,Clockwerk,Loss,The Radiant,Second,ban,14,5
4066822873,Invoker,Loss,The Radiant,Second,ban,19,6
4066926568,Vengeful Spirit,Win,The Dire,Second,pick,8,1
4066926568,Mirana,Win,The Dire,Second,pick,9,2
4066926568,Winter Wyvern,Win,The Dire,Second,pick,15,3
4066926568,Enigma,Win,The Dire,Second,pick,17,4
4066926568,Visage,Win,The Dire,Second,pick,22,5
4066926568,Pugna,Win,The Dire,Second,ban,2,1
4066926568,Necrophos,Win,The Dire,Second,ban,4,2
4066926568,Silencer,Win,The Dire,Second,ban,6,3
4066926568,Bloodseeker,Win,The Dire,Second,ban,12,4
4066926568,Phantom Lancer,Win,The Dire,Second,ban,14,5
4066926568,Kunkka,Win,The Dire,Second,ban,19,6
4066926568,Tiny,Loss,The Radiant,First,pick,7,1
4066926568,Dark Willow,Loss,The Radiant,First,pick,10,2
4066926568,Bane,Loss,The Radiant,First,pick,16,3
4066926568,Spectre,Loss,The Radiant,First,pick,18,4
4066926568,Ember Spirit,Loss,The Radiant,First,pick,21,5
4066926568,Io,Loss,The Radiant,First,ban,1,1
4066926568,Weaver,Loss,The Radiant,First,ban,3,2
4066926568,Enchantress,Loss,The Radiant,First,ban,5,3
4066926568,Nyx Assassin,Loss,The Radiant,First,ban,11,4
4066926568,Wraith King,Loss,The Radiant,First,ban,13,5
4066926568,Huskar,Loss,The Radiant,First,ban,20,6
4066838505,Chen,Win,The Dire,Second,pick,8,1
4066838505,Ursa,Win,The Dire,Second,pick,9,2
4066838505,Vengeful Spirit,Win,The Dire,Second,pick,15,3
4066838505,Pugna,Win,The Dire,Second,pick,17,4
4066838505,Doom,Win,The Dire,Second,pick,22,5
4066838505,Io,Win,The Dire,Second,ban,2,1
4066838505,Mirana,Win,The Dire,Second,ban,4,2
4066838505,Wraith King,Win,The Dire,Second,ban,6,3
4066838505,Dark Willow,Win,The Dire,Second,ban,12,4
4066838505,Drow Ranger,Win,The Dire,Second,ban,14,5
4066838505,Nyx Assassin,Win,The Dire,Second,ban,19,6
4066838505,Necrophos,Loss,The Radiant,First,pick,7,1
4066838505,Enigma,Loss,The Radiant,First,pick,10,2
4066838505,Crystal Maiden,Loss,The Radiant,First,pick,16,3
4066838505,Phantom Lancer,Loss,The Radiant,First,pick,18,4
4066838505,Tiny,Loss,The Radiant,First,pick,21,5
4066838505,Weaver,Loss,The Radiant,First,ban,1,1
4066838505,Broodmother,Loss,The Radiant,First,ban,3,2
4066838505,Enchantress,Loss,The Radiant,First,ban,5,3
4066838505,Silencer,Loss,The Radiant,First,ban,11,4
4066838505,Invoker,Loss,The Radiant,First,ban,13,5
4066838505,Alchemist,Loss,The Radiant,First,ban,20,6
4066909869,Weaver,Win,The Dire,Second,pick,8,1
4066909869,Dark Willow,Win,The Dire,Second,pick,9,2
4066909869,Tiny,Win,The Dire,Second,pick,15,3
4066909869,Oracle,Win,The Dire,Second,pick,17,4
4066909869,Gyrocopter,Win,The Dire,Second,pick,22,5
4066909869,Io,Win,The Dire,Second,ban,2,1
4066909869,Mirana,Win,The Dire,Second,ban,4,2
4066909869,Enchantress,Win,The Dire,Second,ban,6,3
4066909869,Phantom Lancer,Win,The Dire,Second,ban,12,4
4066909869,Silencer,Win,The Dire,Second,ban,14,5
4066909869,Drow Ranger,Win,The Dire,Second,ban,19,6
4066909869,Necrophos,Loss,The Radiant,First,pick,7,1
4066909869,Nyx Assassin,Loss,The Radiant,First,pick,10,2
4066909869,Undying,Loss,The Radiant,First,pick,16,3
4066909869,Nature's Prophet,Loss,The Radiant,First,pick,18,4
4066909869,Arc Warden,Loss,The Radiant,First,pick,21,5
4066909869,Chen,Loss,The Radiant,First,ban,1,1
4066909869,Broodmother,Loss,The Radiant,First,ban,3,2
4066909869,Pugna,Loss,The Radiant,First,ban,5,3
4066909869,Ursa,Loss,The Radiant,First,ban,11,4
4066909869,Wraith King,Loss,The Radiant,First,ban,13,5
4066909869,Alchemist,Loss,The Radiant,First,ban,20,6
4061952570,Nyx Assassin,Win,The Dire,Second,pick,8,1
4061952570,Chen,Win,The Dire,Second,pick,9,2
4061952570,Ursa,Win,The Dire,Second,pick,15,3
4061952570,Bloodseeker,Win,The Dire,Second,pick,17,4
4061952570,Invoker,Win,The Dire,Second,pick,22,5
4061952570,Venomancer,Win,The Dire,Second,ban,2,1
4061952570,Vengeful Spirit,Win,The Dire,Second,ban,4,2
4061952570,Io,Win,The Dire,Second,ban,6,3
4061952570,Crystal Maiden,Win,The Dire,Second,ban,12,4
4061952570,Clinkz,Win,The Dire,Second,ban,14,5
4061952570,Arc Warden,Win,The Dire,Second,ban,19,6
4061952570,Pugna,Loss,The Radiant,First,pick,7,1
4061952570,Enchantress,Loss,The Radiant,First,pick,10,2
4061952570,Earthshaker,Loss,The Radiant,First,pick,16,3
4061952570,Tiny,Loss,The Radiant,First,pick,18,4
4061952570,Monkey King,Loss,The Radiant,First,pick,21,5
4061952570,Broodmother,Loss,The Radiant,First,ban,1,1
4061952570,Silencer,Loss,The Radiant,First,ban,3,2
4061952570,Weaver,Loss,The Radiant,First,ban,5,3
4061952570,Nature's Prophet,Loss,The Radiant,First,ban,11,4
4061952570,Centaur Warrunner,Loss,The Radiant,First,ban,13,5
4061952570,Queen of Pain,Loss,The Radiant,First,ban,20,6
4062010988,Nyx Assassin,Win,The Radiant,Second,pick,8,1
4062010988,Bloodseeker,Win,The Radiant,Second,pick,9,2
4062010988,Nature's Prophet,Win,The Radiant,Second,pick,15,3
4062010988,Clinkz,Win,The Radiant,Second,pick,17,4
4062010988,Kunkka,Win,The Radiant,Second,pick,22,5
4062010988,Venomancer,Win,The Radiant,Second,ban,2,1
4062010988,Silencer,Win,The Radiant,Second,ban,4,2
4062010988,Io,Win,The Radiant,Second,ban,6,3
4062010988,Monkey King,Win,The Radiant,Second,ban,12,4
4062010988,Phantom Lancer,Win,The Radiant,Second,ban,14,5
4062010988,Troll Warlord,Win,The Radiant,Second,ban,19,6
4062010988,Pugna,Loss,The Dire,First,pick,7,1
4062010988,Chen,Loss,The Dire,First,pick,10,2
4062010988,Tiny,Loss,The Dire,First,pick,16,3
4062010988,Tusk,Loss,The Dire,First,pick,18,4
4062010988,Morphling,Loss,The Dire,First,pick,21,5
4062010988,Broodmother,Loss,The Dire,First,ban,1,1
4062010988,Weaver,Loss,The Dire,First,ban,3,2
4062010988,Vengeful Spirit,Loss,The Dire,First,ban,5,3
4062010988,Crystal Maiden,Loss,The Dire,First,ban,11,4
4062010988,Enchantress,Loss,The Dire,First,ban,13,5
4062010988,Undying,Loss,The Dire,First,ban,20,6
4061924528,Nature's Prophet,Loss,The Radiant,Second,pick,8,1
4061924528,Wraith King,Loss,The Radiant,Second,pick,9,2
4061924528,Disruptor,Loss,The Radiant,Second,pick,15,3
4061924528,Ursa,Loss,The Radiant,Second,pick,17,4
4061924528,Leshrac,Loss,The Radiant,Second,pick,22,5
4061924528,Io,Loss,The Radiant,Second,ban,2,1
4061924528,Enchantress,Loss,The Radiant,Second,ban,4,2
4061924528,Drow Ranger,Loss,The Radiant,Second,ban,6,3
4061924528,Phantom Lancer,Loss,The Radiant,Second,ban,12,4
4061924528,Lycan,Loss,The Radiant,Second,ban,14,5
4061924528,Tiny,Loss,The Radiant,Second,ban,19,6
4061924528,Silencer,Win,The Dire,First,pick,7,1
4061924528,Necrophos,Win,The Dire,First,pick,10,2
4061924528,Vengeful Spirit,Win,The Dire,First,pick,16,3
4061924528,Terrorblade,Win,The Dire,First,pick,18,4
4061924528,Lina,Win,The Dire,First,pick,21,5
4061924528,Pugna,Win,The Dire,First,ban,1,1
4061924528,Clinkz,Win,The Dire,First,ban,3,2
4061924528,Crystal Maiden,Win,The Dire,First,ban,5,3
4061924528,Shadow Fiend,Win,The Dire,First,ban,11,4
4061924528,Weaver,Win,The Dire,First,ban,13,5
4061924528,Tinker,Win,The Dire,First,ban,20,6
4061984521,Drow Ranger,Win,The Dire,First,pick,7,1
4061984521,Vengeful Spirit,Win,The Dire,First,pick,10,2
4061984521,Mirana,Win,The Dire,First,pick,16,3
4061984521,Storm Spirit,Win,The Dire,First,pick,18,4
4061984521,Dark Willow,Win,The Dire,First,pick,21,5
4061984521,Necrophos,Win,The Dire,First,ban,1,1
4061984521,Pugna,Win,The Dire,First,ban,3,2
4061984521,Clinkz,Win,The Dire,First,ban,5,3
4061984521,Winter Wyvern,Win,The Dire,First,ban,11,4
4061984521,Lycan,Win,The Dire,First,ban,13,5
4061984521,Huskar,Win,The Dire,First,ban,20,6
4061984521,Wraith King,Loss,The Radiant,Second,pick,8,1
4061984521,Weaver,Loss,The Radiant,Second,pick,9,2
4061984521,Windranger,Loss,The Radiant,Second,pick,15,3
4061984521,Phoenix,Loss,The Radiant,Second,pick,17,4
4061984521,Broodmother,Loss,The Radiant,Second,pick,22,5
4061984521,Io,Loss,The Radiant,Second,ban,2,1
4061984521,Silencer,Loss,The Radiant,Second,ban,4,2
4061984521,Enchantress,Loss,The Radiant,Second,ban,6,3
4061984521,Rubick,Loss,The Radiant,Second,ban,12,4
4061984521,Nature's Prophet,Loss,The Radiant,Second,ban,14,5
4061984521,Bane,Loss,The Radiant,Second,ban,19,6
4061922574,Wraith King,Win,The Dire,Second,pick,8,1
4061922574,Crystal Maiden,Win,The Dire,Second,pick,9,2
4061922574,Tiny,Win,The Dire,Second,pick,15,3
4061922574,Winter Wyvern,Win,The Dire,Second,pick,17,4
4061922574,Bloodseeker,Win,The Dire,Second,pick,22,5
4061922574,Ursa,Win,The Dire,Second,ban,2,1
4061922574,Chen,Win,The Dire,Second,ban,4,2
4061922574,Dark Willow,Win,The Dire,Second,ban,6,3
4061922574,Treant Protector,Win,The Dire,Second,ban,12,4
4061922574,Spirit Breaker,Win,The Dire,Second,ban,14,5
4061922574,Bounty Hunter,Win,The Dire,Second,ban,19,6
4061922574,Nature's Prophet,Loss,The Radiant,First,pick,7,1
4061922574,Clinkz,Loss,The Radiant,First,pick,10,2
4061922574,Vengeful Spirit,Loss,The Radiant,First,pick,16,3
4061922574,Death Prophet,Loss,The Radiant,First,pick,18,4
4061922574,Earthshaker,Loss,The Radiant,First,pick,21,5
4061922574,Undying,Loss,The Radiant,First,ban,1,1
4061922574,Necrophos,Loss,The Radiant,First,ban,3,2
4061922574,Enchantress,Loss,The Radiant,First,ban,5,3
4061922574,Weaver,Loss,The Radiant,First,ban,11,4
4061922574,Pugna,Loss,The Radiant,First,ban,13,5
4061922574,Broodmother,Loss,The Radiant,First,ban,20,6
4061977166,Enchantress,Win,The Radiant,First,pick,7,1
4061977166,Crystal Maiden,Win,The Radiant,First,pick,10,2
4061977166,Tidehunter,Win,The Radiant,First,pick,16,3
4061977166,Storm Spirit,Win,The Radiant,First,pick,18,4
4061977166,Troll Warlord,Win,The Radiant,First,pick,21,5
4061977166,Ursa,Win,The Radiant,First,ban,1,1
4061977166,Chen,Win,The Radiant,First,ban,3,2
4061977166,Dark Willow,Win,The Radiant,First,ban,5,3
4061977166,Weaver,Win,The Radiant,First,ban,11,4
4061977166,Mirana,Win,The Radiant,First,ban,13,5
4061977166,Huskar,Win,The Radiant,First,ban,20,6
4061977166,Windranger,Loss,The Dire,Second,pick,8,1
4061977166,Vengeful Spirit,Loss,The Dire,Second,pick,9,2
4061977166,Tiny,Loss,The Dire,Second,pick,15,3
4061977166,Clockwerk,Loss,The Dire,Second,pick,17,4
4061977166,Gyrocopter,Loss,The Dire,Second,pick,22,5
4061977166,Wraith King,Loss,The Dire,Second,ban,2,1
4061977166,Nature's Prophet,Loss,The Dire,Second,ban,4,2
4061977166,Undying,Loss,The Dire,Second,ban,6,3
4061977166,Necrophos,Loss,The Dire,Second,ban,12,4
4061977166,Clinkz,Loss,The Dire,Second,ban,14,5
4061977166,Phantom Lancer,Loss,The Dire,Second,ban,19,6
4062016236,Vengeful Spirit,Loss,The Radiant,Second,pick,8,1
4062016236,Ursa,Loss,The Radiant,Second,pick,9,2
4062016236,Pugna,Loss,The Radiant,Second,pick,15,3
4062016236,Magnus,Loss,The Radiant,Second,pick,17,4
4062016236,Terrorblade,Loss,The Radiant,Second,pick,22,5
4062016236,Io,Loss,The Radiant,Second,ban,2,1
4062016236,Wraith King,Loss,The Radiant,Second,ban,4,2
4062016236,Necrophos,Loss,The Radiant,Second,ban,6,3
4062016236,Storm Spirit,Loss,The Radiant,Second,ban,12,4
4062016236,Weaver,Loss,The Radiant,Second,ban,14,5
